statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-KIEF-LAER;Kiefer und Lärche;12574,2;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-KIEF-LAER;Kiefer und Lärche;13254,3;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-BUCH-LAUB;Buche und sonstiges Laubholz;10995,9;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-EICH-REIC;Eiche und Roteiche;1818,5;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;;Insgesamt;55612,7;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-EICH-REIC;Eiche und Roteiche;1724,7;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-FICH-UA;Fichte, Tanne, Douglasie und sonstiges Nadelholz;28877,9;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;;Insgesamt;56141,6;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-EICH-REIC;Eiche und Roteiche;1362,2;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-EICH-REIC;Eiche und Roteiche;1687,7;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-FICH-UA;Fichte, Tanne, Douglasie und sonstiges Nadelholz;25359,2;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-BUCH-LAUB;Buche und sonstiges Laubholz;10176,1;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-EICH-REIC;Eiche und Roteiche;2202,1;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;;Insgesamt;68872,4;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-BUCH-LAUB;Buche und sonstiges Laubholz;12017,3;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2006;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-BUCH-LAUB;Buche und sonstiges Laubholz;10320,1;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-KIEF-LAER;Kiefer und Lärche;9020,6;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-BUCH-LAUB;Buche und sonstiges Laubholz;8054,0;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-KIEF-LAER;Kiefer und Lärche;11176,9;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-KIEF-LAER;Kiefer und Lärche;11495,4;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2004;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-KIEF-LAER;Kiefer und Lärche;10344,6;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-EICH-REIC;Eiche und Roteiche;2049,9;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;;Insgesamt;53710,2;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2006;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-FICH-UA;Fichte, Tanne, Douglasie und sonstiges Nadelholz;37206,5;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;;Insgesamt;70606,5;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2004;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;;Insgesamt;54504,6;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2025;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-FICH-UA;Fichte, Tanne, Douglasie und sonstiges Nadelholz;32350,6;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2002;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-FICH-UA;Fichte, Tanne, Douglasie und sonstiges Nadelholz;23976,7;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-BUCH-LAUB;Buche und sonstiges Laubholz;9071,1;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;;Insgesamt;55367,0;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-FICH-UA;Fichte, Tanne, Douglasie und sonstiges Nadelholz;62072,4;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-EICH-REIC;Eiche und Roteiche;2135,0;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2002;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-BUCH-LAUB;Buche und sonstiges Laubholz;7640,3;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2025;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-BUCH-LAUB;Buche und sonstiges Laubholz;9900,1;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-KIEF-LAER;Kiefer und Lärche;12564,0;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-BUCH-LAUB;Buche und sonstiges Laubholz;10648,6;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-KIEF-LAER;Kiefer und Lärche;13611,2;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-KIEF-LAER;Kiefer und Lärche;9321,4;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2002;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-EICH-REIC;Eiche und Roteiche;1562,5;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;;Insgesamt;52193,5;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-EICH-REIC;Eiche und Roteiche;1755,3;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-FICH-UA;Fichte, Tanne, Douglasie und sonstiges Nadelholz;26477,6;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;;Insgesamt;52338,1;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-FICH-UA;Fichte, Tanne, Douglasie und sonstiges Nadelholz;25210,3;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-BUCH-LAUB;Buche und sonstiges Laubholz;12070,9;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2006;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-EICH-REIC;Eiche und Roteiche;2484,4;1000 cbm;HES001;Holzeinschlag;e
41261;Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);JAHR;Jahr;2025;DINSG;Deutschland insgesamt;DG;Deutschland;HAGR01;Holzartengruppen;HLZ-EICH-REIC;Eiche und Roteiche;1860,6;1000 cbm;HES001;Holzeinschlag;e
